valor,classe,dormitorios,banheiros,vagas_na_garagem,tipo_do_imovel,bairro,area_terreno,area_util,condominio,torres,portaria_hrs,elevador_social,suites,apartamento_por_andar,quantidade_de_andares,elevador_de_servico,salao_de_festa,iptu,lat,long,dist_centro
2500000.0,Comercial,3.0,2.0,5.0,Casa p/ fins comerciais,jardim gama cruz,1060.0,998.0,,,,,3.0,,,,,,,,
190000.0,Apartamento,1.0,1.0,1.0,Padrão,jardim country club,,35.0,120.0,1.0,,1.0,,3.0,4.0,,,,-21.78945135,-46.58977530336176,2.438972413884435
450000.0,Casa,2.0,1.0,1.0,Padrão,centro,500.0,109.0,,,,,,,,,,,-21.7883799,-46.5661817,0.0
320000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim esmeralda,570.3,95.09,100.0,1.0,,,1.0,2.0,3.0,,,47.0,,,
611755.2,Apartamento,3.0,1.0,2.0,Padrão,jardim elvira dias,,,200.0,,,,3.0,,,,0.0,,,,
1490000.0,Casa,4.0,6.0,4.0,Padrão,loteamento jardim nova europa,390.0,280.0,,,,,4.0,,,,,,,,
350000.0,Casa,3.0,2.0,3.0,Padrão,jardim do contorno,180.0,,,,,,1.0,,,,,60.0,-21.8237457,-46.5578055,4.026452988914688
445000.0,Terreno,,,,Condomínio Fechado,bortolan,775.14,,,,,,,,,,,,-21.800174050000006,-46.63251884294958,6.973539619752122
160000.0,Apartamento,2.0,1.0,1.0,Padrão,campo das aroeiras,,,200.0,1.0,,,,4.0,3.0,,,35.0,,,
500000.0,Casa,3.0,1.0,2.0,Padrão,jardim gama cruz,323.0,,,,,,,,,,,,,,
260000.0,Apartamento,3.0,2.0,2.0,Padrão,jardim dos estados,892.0,91.41,120.0,,,,,2.0,2.0,,,,-21.782685,-46.5596938,0.9218244817296424
360000.0,Casa,2.0,2.0,1.0,Padrão,loteamento campo das aroeiras,182.0,,,,,,1.0,,,,,,,,
300000.0,Comercial,,2.0,,Sala Comercial,centro,,60.0,,1.0,,,,5.0,3.0,,,,-21.7883799,-46.5661817,0.0
1150000.0,Apartamento,3.0,3.0,3.0,Padrão,centro,,125.0,550.0,,24.0,1.0,3.0,4.0,14.0,1.0,0.0,,-21.7883799,-46.5661817,0.0
190000.0,Comercial,,1.0,,Sala Comercial,centro,,34.17,320.0,1.0,,,,,4.0,,,,-21.7883799,-46.5661817,0.0
650000.0,Apartamento,3.0,2.0,2.0,Padrão,centro,,91.0,400.0,,1.0,1.0,1.0,,,1.0,0.0,,-21.7883799,-46.5661817,0.0
230000.0,Apartamento,1.0,1.0,5.0,Padrão,centro,,31.0,660.0,1.0,24.0,1.0,1.0,30.0,3.0,1.0,0.0,,-21.7883799,-46.5661817,0.0
159900.0,Apartamento,2.0,1.0,1.0,Padrão,jardim vitoria,,45.0,200.0,4.0,,,,4.0,4.0,,,,,,
300000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim dos estados,,,,1.0,,1.0,1.0,9.0,4.0,,,,-21.782685,-46.5596938,0.9218244817296424
1250000.0,Casa,4.0,1.0,4.0,Padrão,jardim europa,520.0,,,,,,1.0,,,,,,-21.799013000000002,-46.5860975,2.371946732205542
580000.0,Apartamento,4.0,4.0,2.0,Padrão,santa maria,420.0,208.29,400.0,1.0,,,1.0,2.0,2.0,,,201.75,,,
170000.0,Apartamento,2.0,1.0,1.0,Padrão,sao jose,,61.17,173.0,,,,,,,,,,-21.7900318,-46.56479279999999,0.2330329773272291
1300000.0,Casa,4.0,5.0,3.0,Padrão,jardim novo mundo,395.16,,,,,,2.0,,,,,,-21.79088745,-46.588854457322576,2.3575175579789893
1400000.0,Casa,3.0,5.0,3.0,Padrão,chacara dos cravos,600.0,,,,,,2.0,,,,,,,,
330000.0,Comercial,,1.0,,Sala Comercial,centro,,79.46,150.0,1.0,,,,,4.0,,,,-21.7883799,-46.5661817,0.0
150000.0,Terreno,,,,Padrão,monte verde,334.0,,,,,,,,,,,,-21.7900318,-46.56479279999999,0.2330329773272291
299900.0,Apartamento,2.0,1.0,2.0,Padrão,residencial belvedere,,65.0,150.0,,,,1.0,,,,,,,,
400000.0,Terreno,,,,Padrão,jardim europa,578.0,,,,,,,,,,,,-21.799013000000002,-46.5860975,2.371946732205542
270000.0,Apartamento,3.0,1.0,1.0,Padrão,jardim das acacias,240.0,72.31,40.0,,,,1.0,,,,,81.25,,,
350000.0,Apartamento,3.0,1.0,1.0,Padrão,jardim country club,,,170.0,,,,1.0,,,,,,-21.78945135,-46.58977530336176,2.438972413884435
350000.0,Casa,3.0,1.0,3.0,Padrão,jardim doutor ottoni,320.86,,,,,,,,,,,,-21.792597600000004,-46.605849299999996,4.122434357277329
180000.0,Casa,2.0,1.0,1.0,Padrão,jardim quisisana,480.0,,,,,,,,,,,,-21.7976825,-46.5658718,1.0348966711130358
200000.0,Apartamento,1.0,1.0,1.0,Padrão,centro,,23.45,503.0,1.0,24.0,1.0,,30.0,3.0,1.0,0.0,,-21.7883799,-46.5661817,0.0
170000.0,Apartamento,3.0,1.0,1.0,Padrão,jardim country club,,73.75,263.0,19.0,,,,4.0,4.0,,,70.0,-21.78945135,-46.58977530336176,2.438972413884435
280000.0,Casa,2.0,1.0,1.0,Casa em condomínio,estancia pocos de caldas,,,100.0,,,,,,,,,,-21.804698899999998,-46.5035351,6.717694556272086
420000.0,Casa,2.0,1.0,1.0,Padrão,jardim philadelphia,478.0,,,,,,1.0,,,,,,,,
1400000.0,Casa,4.0,3.0,4.0,Casa em condomínio,parque primavera,3000.0,,380.0,,,,2.0,,,,,,-21.7907428,-46.55676029999999,1.0076223166131129
600000.0,Casa,4.0,1.0,4.0,Padrão,jardim quisisana,390.0,,,,,,1.0,,,,,,-21.7976825,-46.5658718,1.0348966711130358
390000.0,Apartamento,3.0,3.0,2.0,Padrão,jardim elvira dias,,82.0,289.67,1.0,,1.0,1.0,4.0,13.0,1.0,0.0,93.6,,,
165000.0,Apartamento,2.0,1.0,1.0,Padrão,estancia sao jose,,62.76,150.0,,12.0,,,4.0,4.0,,,,-21.8002227,-46.517062599999996,5.239582340023408
295000.0,Terreno,,,,Padrão,jardim novo mundo,360.0,,,,,,,,,,,,-21.79088745,-46.588854457322576,2.3575175579789893
330000.0,Apartamento,3.0,1.0,1.0,Padrão,jardim quisisana,,70.0,350.0,3.0,24.0,1.0,1.0,4.0,7.0,,,,-21.7976825,-46.5658718,1.0348966711130358
900000.0,Casa,2.0,1.0,2.0,Padrão,jardim europa,420.0,,,,,,,,,,,,-21.799013000000002,-46.5860975,2.371946732205542
240000.0,Apartamento,2.0,1.0,1.0,Padrão,sao joao,,55.0,150.0,2.0,,,,4.0,4.0,,,30.0,-21.702056,-46.481630100000004,12.976763307040114
670000.0,Apartamento,3.0,2.0,2.0,Padrão,jardim amaryllis,,153.0,150.0,1.0,,,1.0,2.0,4.0,1.0,,,,,
420000.0,Comercial,,1.0,1.0,Sala Comercial,centro,,64.03,540.0,,,1.0,,,4.0,,,,-21.7883799,-46.5661817,0.0
195000.0,Apartamento,1.0,1.0,2.0,Flat,centro,,,790.0,1.0,24.0,1.0,,30.0,3.0,1.0,0.0,,-21.7883799,-46.5661817,0.0
1100000.0,Casa,3.0,3.0,6.0,Padrão,residencial morumbi,275.0,,,,,,1.0,,,,,,-21.807490100000003,-46.5797031,2.5424956557920604
360000.0,Casa,2.0,1.0,4.0,Padrão,boa esperanca,434.0,,,,,,,,,,,,,,
320000.0,Apartamento,3.0,2.0,1.0,Padrão,jardim quisisana,486.0,10.0,200.0,,,1.0,1.0,2.0,4.0,,,145.0,-21.7976825,-46.5658718,1.0348966711130358
800000.0,Comercial,,5.0,,Sala Comercial,jardim cascatinha,,,230.0,1.0,12.0,1.0,,8.0,10.0,1.0,,173.57,,,
850000.0,Apartamento,3.0,2.0,2.0,Padrão,sao benedito,,180.0,500.0,1.0,24.0,1.0,1.0,2.0,10.0,1.0,,,-21.8558599,-46.5716661,7.524761037575668
320000.0,Apartamento,3.0,2.0,1.0,Padrão,jardim quisisana,,108.0,150.0,1.0,,,1.0,2.0,4.0,,,,-21.7976825,-46.5658718,1.0348966711130358
790000.0,Apartamento,3.0,1.0,2.0,Padrão,jardim elvira dias,,149.0,380.0,,,1.0,3.0,,10.0,1.0,,,,,
950000.0,Apartamento,3.0,2.0,2.0,Padrão,centro,,90.0,400.0,1.0,,,1.0,2.0,,,,200.0,-21.7883799,-46.5661817,0.0
315000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim dos estados,,58.92,198.0,2.0,24.0,1.0,1.0,7.0,4.0,1.0,,,-21.782685,-46.5596938,0.9218244817296424
400000.0,Casa,3.0,2.0,3.0,Padrão,jardim centenario,322.0,,,,,,2.0,,,,,,-21.805588500000002,-46.565064,1.9169854523102048
285000.0,Apartamento,2.0,1.0,1.0,Padrão,santa angela,300.0,74.0,81.0,1.0,,,,2.0,3.0,,,74.0,,,
820000.0,Apartamento,3.0,3.0,2.0,Padrão,centro,,135.0,550.0,,,1.0,1.0,,,1.0,0.0,,-21.7883799,-46.5661817,0.0
210000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim country club,,49.0,240.0,3.0,24.0,1.0,,4.0,10.0,1.0,,25.0,-21.78945135,-46.58977530336176,2.438972413884435
270000.0,Apartamento,2.0,1.0,1.0,Padrão,residencial greenville,,55.0,,1.0,,1.0,1.0,2.0,3.0,,,,,,
200000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim country club,,,240.0,3.0,24.0,1.0,,4.0,10.0,1.0,,25.0,-21.78945135,-46.58977530336176,2.438972413884435
56000.0,Terreno,,,,Loteamento,morada dos passaros,200.0,,,,,,,,,,,,,,
400000.0,Apartamento,3.0,2.0,1.0,Padrão,santa angela,351.6,94.97,100.0,1.0,,,1.0,1.0,5.0,,,,,,
1250000.0,Casa,3.0,2.0,2.0,Padrão,da saude,382.5,,,,,,1.0,,,,,110.0,-21.79136325,-46.566032178805024,0.3320924165144013
280000.0,Casa,3.0,2.0,3.0,Padrão,jardim do contorno,250.0,,,,,,,,,,,,-21.8237457,-46.5578055,4.026452988914688
295000.0,Apartamento,3.0,2.0,1.0,Padrão,jardim cascatinha,338.3,,40.0,1.0,,,1.0,2.0,3.0,,,70.0,,,
850000.0,Casa,3.0,4.0,3.0,Padrão,jardim vitoria,259.98,,,,,,1.0,,,,,,,,
290000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim quisisana,300.0,86.0,140.0,,,,1.0,2.0,4.0,,,70.0,-21.7976825,-46.5658718,1.0348966711130358
420000.0,Apartamento,2.0,2.0,1.0,Padrão,centro,,62.0,270.0,3.0,,1.0,1.0,4.0,11.0,,,,-21.7883799,-46.5661817,0.0
420000.0,Apartamento,2.0,2.0,1.0,Padrão,centro,,62.0,270.0,3.0,,1.0,1.0,4.0,11.0,,,,-21.7883799,-46.5661817,0.0
165000.0,Terreno,,,,Padrão,residencial morumbi,300.0,,,,,,,,,,,,-21.807490100000003,-46.5797031,2.5424956557920604
1100000.0,Apartamento,3.0,4.0,2.0,Padrão,centro,,,290.0,,24.0,1.0,3.0,4.0,14.0,1.0,0.0,,-21.7883799,-46.5661817,0.0
450000.0,Casa,3.0,2.0,2.0,Casa em condomínio,estancia pocos de caldas,250.0,,250.0,,,,1.0,,,,,120.0,-21.804698899999998,-46.5035351,6.717694556272086
1100000.0,Apartamento,3.0,4.0,3.0,Padrão,centro,,125.0,550.0,,24.0,1.0,3.0,4.0,14.0,1.0,0.0,,-21.7883799,-46.5661817,0.0
320000.0,Casa,2.0,1.0,2.0,Padrão,parque das nacoes,,,,,,,2.0,,,,,,-21.8480868,-46.564505600000004,6.641358586583912
140000.0,Apartamento,2.0,1.0,1.0,Padrão,estancia pocos de caldas,,44.0,136.0,17.0,24.0,,,4.0,4.0,,,,-21.804698899999998,-46.5035351,6.717694556272086
120000.0,Terreno,,,,Padrão,loteamento residencial tiradentes,300.0,,,,,,,,,,,,,,
260000.0,Casa,2.0,1.0,2.0,Padrão,campo das antas,180.0,,,,,,,,,,,,,,
280000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim elvira dias,,62.0,199.69,1.0,,1.0,1.0,4.0,13.0,1.0,0.0,,,,
450000.0,Apartamento,2.0,2.0,1.0,Padrão,sao benedito,1050.0,53.24,610.0,,12.0,2.0,,2.0,12.0,,,120.0,-21.8558599,-46.5716661,7.524761037575668
210000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim sao paulo,10.0,10.0,60.0,1.0,,,1.0,3.0,2.0,,,85.31,-21.795188699999997,-46.5497736,1.8555968108262968
160000.0,Casa,1.0,1.0,,Padrão,jardim country club,630.0,,,,,,,,,,,,-21.78945135,-46.58977530336176,2.438972413884435
500000.0,Casa,2.0,1.0,1.0,Padrão,parque primavera,275.0,,,,,,,,,,,,-21.7907428,-46.55676029999999,1.0076223166131129
1100000.0,Apartamento,3.0,1.0,2.0,Padrão,sao benedito,,193.71,650.0,,,1.0,1.0,2.0,10.0,,,,-21.8558599,-46.5716661,7.524761037575668
90000.0,Terreno,,,,Padrão,jardim bandeirantes,250.0,,,,,,,,,,,,,,
800000.0,Casa,3.0,1.0,1.0,Padrão,jardim do ginasio,360.0,,,,,,1.0,,,,,,-21.7899335,-46.59780704556231,3.2699064316904183
140000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim sao jorge,10.0,10.0,150.0,5.0,,,,4.0,4.0,,,40.0,-21.804092,-46.5629957,1.7778021809445022
209000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim country club,10.0,56.0,70.0,1.0,,,1.0,4.0,2.0,,,56.0,-21.78945135,-46.58977530336176,2.438972413884435
199000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim country club,,64.0,70.0,1.0,,,1.0,4.0,2.0,,,56.0,-21.78945135,-46.58977530336176,2.438972413884435
199000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim country club,10.0,55.0,,1.0,,,,4.0,2.0,,,,-21.78945135,-46.58977530336176,2.438972413884435
170000.0,Apartamento,2.0,1.0,1.0,Padrão,parque vivaldi leite ribeiro,,54.0,1.0,1.0,,1.0,,2.0,5.0,,,,,,
300000.0,Apartamento,2.0,1.0,1.0,Padrão,sao benedito,,50.0,250.0,,12.0,2.0,1.0,2.0,12.0,,,,-21.8558599,-46.5716661,7.524761037575668
1600000.0,Casa,3.0,6.0,3.0,Padrão,jardim europa,443.47,,,,,,3.0,,,,,249.53,-21.799013000000002,-46.5860975,2.371946732205542
230000.0,Apartamento,2.0,1.0,1.0,Padrão,village sao luiz,10.0,10.0,180.0,1.0,,,,4.0,3.0,,,,-21.7931555,-46.5970731,3.2334263419832907
1800000.0,Casa,3.0,1.0,3.0,Padrão,parque vivaldi leite ribeiro,375.0,,,,,,1.0,,,,,,,,
290000.0,Apartamento,3.0,1.0,1.0,Padrão,residencial morumbi,,75.0,40.0,1.0,,,1.0,2.0,2.0,,,,-21.807490100000003,-46.5797031,2.5424956557920604
600000.0,Apartamento,3.0,1.0,1.0,Padrão,jardim dos estados,,143.05,250.0,11.0,,1.0,1.0,2.0,5.0,,,,-21.782685,-46.5596938,0.9218244817296424
410000.0,Apartamento,3.0,2.0,2.0,Padrão,jardim quisisana,,82.81,300.0,5.0,24.0,1.0,1.0,2.0,10.0,1.0,0.0,,-21.7976825,-46.5658718,1.0348966711130358
1500000.0,Casa,3.0,4.0,4.0,Padrão,parque veu das noivas,450.0,,,,,,1.0,,,,,,-21.777952600000003,-46.6144109,5.113104528536959
380000.0,Terreno,,,,Padrão,jardim america,396.0,,,,,,,,,,,,-21.798276,-46.56623706628903,1.1004109616307154
350000.0,Casa,2.0,1.0,2.0,Padrão,sao joao,168.0,,,,,,,,,,,,-21.702056,-46.481630100000004,12.976763307040114
100000.0,Terreno,,,,Padrão,sao jose,618.0,,,,,,,,,,,,-21.7900318,-46.56479279999999,0.2330329773272291
100000.0,Terreno,,,,Padrão,jardim kennedy,360.0,,,,,,,,,,,,,,
393990.0,Apartamento,3.0,1.0,2.0,Padrão,jardim dos estados,,92.0,180.0,1.0,,1.0,1.0,4.0,5.0,,,,-21.782685,-46.5596938,0.9218244817296424
210000.0,Casa,2.0,1.0,1.0,Padrão,jardim sao bento,,81.64,,,,,,,,,,57.86,-21.834612699999997,-46.572337299999994,5.1799798258797445
650000.0,Casa,3.0,1.0,2.0,Padrão,jardim centenario,250.0,,,,,,1.0,,,,,,-21.805588500000002,-46.565064,1.9169854523102048
1000000.0,Casa,3.0,1.0,3.0,Padrão,parque vivaldi leite ribeiro,300.0,,,,,,1.0,,,,,,,,
850000.0,Apartamento,3.0,3.0,2.0,Padrão,centro,,128.0,350.0,1.0,,1.0,1.0,2.0,10.0,,,,-21.7883799,-46.5661817,0.0
100000.0,Terreno,,,,Padrão,jardim itamaraty iii,160.0,,,,,,,,,,,,,,
300000.0,Casa,3.0,2.0,1.0,Padrão,jardim nova aparecida,150.0,,,,,,,,,,,,,,
350000.0,Casa,2.0,1.0,2.0,Padrão,jardim dos estados,200.0,,,,,,,,,,,,-21.782685,-46.5596938,0.9218244817296424
350000.0,Comercial,,,,Loja,centro,,60.0,350.0,,,,,,,,,350.0,-21.7883799,-46.5661817,0.0
850000.0,Apartamento,3.0,1.0,2.0,Padrão,centro,,87.02,450.0,1.0,,2.0,1.0,4.0,15.0,1.0,0.0,,-21.7883799,-46.5661817,0.0
2500000.0,Casa,4.0,2.0,3.0,Padrão,centro,600.0,,,,,,4.0,,,,,,-21.7883799,-46.5661817,0.0
1870000.0,Comercial,,5.0,5.0,Galpão,jardim kennedy,,100.0,,,,,,,,,,,,,
450000.0,Apartamento,2.0,1.0,,Padrão,centro,,104.0,475.0,1.0,24.0,1.0,,3.0,15.0,1.0,,,-21.7883799,-46.5661817,0.0
500000.0,Apartamento,3.0,2.0,,Padrão,centro,,125.0,831.0,1.0,24.0,1.0,,3.0,15.0,1.0,,,-21.7883799,-46.5661817,0.0
180000.0,Apartamento,2.0,1.0,,Padrão,jardim sao paulo,,56.6,10.0,1.0,,,,2.0,2.0,,,,-21.795188699999997,-46.5497736,1.8555968108262968
900000.0,Casa,3.0,5.0,2.0,Padrão,parque vivaldi leite ribeiro,300.0,,,,,,1.0,,,,,,,,
200000.0,Casa,2.0,1.0,1.0,Padrão,jardim itamaraty ii,160.0,,,,,,,,,,,,,,
315000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim country club,,90.0,140.0,1.0,,1.0,2.0,2.0,3.0,,,120.0,-21.78945135,-46.58977530336176,2.438972413884435
420000.0,Casa,4.0,4.0,1.0,Padrão,vila caio junqueira,83.0,,,,,,1.0,,,,,,,,
260000.0,Apartamento,3.0,1.0,1.0,Padrão,residencial greenville,,73.96,50.0,1.0,,,1.0,2.0,3.0,,,,,,
239000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim country club,455.0,,120.0,1.0,,1.0,1.0,4.0,4.0,,,,-21.78945135,-46.58977530336176,2.438972413884435
239000.0,Apartamento,2.0,2.0,1.0,Padrão,jardim country club,,,120.0,1.0,,1.0,1.0,4.0,4.0,,,,-21.78945135,-46.58977530336176,2.438972413884435
800000.0,Casa,3.0,1.0,2.0,Padrão,parque vivaldi leite ribeiro,300.0,,,,,,1.0,,,,,140.0,,,
390000.0,Apartamento,2.0,1.0,,Padrão,da saude,,67.0,230.0,,,,1.0,4.0,3.0,,,,-21.79136325,-46.566032178805024,0.3320924165144013
700000.0,Casa,3.0,3.0,3.0,Padrão,jardim sao jorge,300.0,,,,,,1.0,,,,,,-21.804092,-46.5629957,1.7778021809445022
990000.0,Casa,3.0,3.0,3.0,Padrão,da saude,,,,,,,1.0,,,,,90.0,-21.79136325,-46.566032178805024,0.3320924165144013
500000.0,Apartamento,2.0,1.0,1.0,Padrão,sao benedito,,67.49,,1.0,,1.0,2.0,4.0,15.0,1.0,,,-21.8558599,-46.5716661,7.524761037575668
970000.0,Apartamento,3.0,1.0,2.0,Padrão,sao benedito,,154.0,,1.0,,1.0,3.0,2.0,13.0,1.0,0.0,,-21.8558599,-46.5716661,7.524761037575668
220000.0,Casa,3.0,1.0,1.0,Padrão,jardim ipe,,,,,,,,,,,,,-21.7997613,-46.547920487739646,2.27077756302452
550000.0,Casa,4.0,3.0,4.0,Padrão,jardim vitoria,276.0,,,,,,1.0,,,,,,,,
200000.0,Casa,2.0,1.0,1.0,Padrão,estancia pocos de caldas,300.0,,,,,,,,,,,37.0,-21.804698899999998,-46.5035351,6.717694556272086
240000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim dos estados,,94.25,250.0,1.0,,1.0,,6.0,4.0,,,89.26,-21.782685,-46.5596938,0.9218244817296424
170000.0,Apartamento,2.0,1.0,1.0,Padrão,sao jose,,75.0,1.0,1.0,,,,2.0,2.0,,,,-21.7900318,-46.56479279999999,0.2330329773272291
170000.0,Apartamento,2.0,1.0,1.0,Padrão,sao jose,,75.0,1.0,1.0,,,,2.0,2.0,,,,-21.7900318,-46.56479279999999,0.2330329773272291
170000.0,Apartamento,2.0,1.0,1.0,Padrão,sao jose,,75.0,1.0,1.0,,,,2.0,2.0,,,,-21.7900318,-46.56479279999999,0.2330329773272291
170000.0,Apartamento,2.0,1.0,1.0,Padrão,sao jose,,75.0,1.0,1.0,,,,2.0,2.0,,,,-21.7900318,-46.56479279999999,0.2330329773272291
600000.0,Apartamento,3.0,3.0,2.0,Padrão,jardim dos estados,,89.93,210.0,1.0,,,1.0,5.0,4.0,,,,-21.782685,-46.5596938,0.9218244817296424
320000.0,Casa,2.0,1.0,,Padrão,centro,300.0,,,,,,,,,,,,-21.7883799,-46.5661817,0.0
350000.0,Apartamento,3.0,1.0,1.0,Padrão,santa angela,,145.09,,,,,1.0,,,,,,,,
315000.0,Apartamento,2.0,1.0,1.0,Padrão,residencial veredas,,75.0,100.0,,,,1.0,,,,,,-21.7916163,-46.608053999999996,4.338271910498164
250000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim das acacias,,68.0,1.0,1.0,,,,2.0,2.0,,,,,,
300000.0,Casa,3.0,2.0,2.0,Padrão,jd itamaraty 3,160.0,,,,,,,,,,,,,,
210000.0,Terreno,,,,Terreno em condomínio fechado,centreville,450.0,,,,,,,,,,,,,,
420000.0,Apartamento,1.0,1.0,1.0,Flat,centro,,50.0,400.0,,,1.0,,,,1.0,,,-21.7883799,-46.5661817,0.0
550000.0,Terreno,,,,Padrão,dos funcionarios,254.0,,,,,,,,,,,,-21.789315300000002,-46.5419753,2.50149710312342
120000.0,Terreno,,,,Padrão,chacara santa barbara,300.0,,,,,,,,,,,,,,
400000.0,Apartamento,2.0,1.0,,Predio comercial e Residencial,centro,,66.0,20.0,,,,,,,,,,-21.7883799,-46.5661817,0.0
300000.0,Apartamento,2.0,2.0,2.0,Padrão,santa angela,,,190.0,1.0,,,1.0,2.0,4.0,,,,,,
2800000.0,Comercial,,3.0,,Galpão,jardim campos elisios,,719.0,,,,,,,,,,,,,
230000.0,Apartamento,2.0,1.0,,Padrão,centro,,,,,,,,4.0,8.0,,,,-21.7883799,-46.5661817,0.0
1800000.0,Casa,4.0,2.0,6.0,Padrão,jardim planalto,970.0,,,,,,2.0,,,,,,,,
370000.0,Terreno,,,,Padrão,monte verde ii,1826.3,,,,,,,,,,,,,,
160000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim vitoria,,,203.0,4.0,,,,4.0,4.0,,,30.03,,,
300000.0,Comercial,,4.0,,Padrão,maria imaculada,,150.0,,,,,,,,,,,,,
950000.0,Apartamento,4.0,2.0,2.0,Padrão,centro,,114.73,500.0,1.0,,,1.0,2.0,,,,,-21.7883799,-46.5661817,0.0
340000.0,Apartamento,3.0,3.0,3.0,Padrão,santa lucia,300.0,,5.0,,,,1.0,,,,,70.0,-21.7962775,-46.547559,2.113814603008404
390000.0,Casa,2.0,1.0,1.0,Padrão,centro,170.0,,,,,,,,,,,,-21.7883799,-46.5661817,0.0
210000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim das azaleias,,60.0,,1.0,,,,5.0,4.0,,,,-21.797121100000002,-46.5514677,1.8035207563177635
450000.0,Apartamento,3.0,2.0,2.0,Padrão,jardim quisisana,,,360.0,3.0,24.0,1.0,1.0,2.0,12.0,1.0,0.0,50.0,-21.7976825,-46.5658718,1.0348966711130358
220000.0,Apartamento,2.0,2.0,1.0,Padrão,santa maria,,,100.0,1.0,,,1.0,2.0,2.0,,,60.0,,,
320000.0,Casa,3.0,2.0,1.0,Padrão,estancia pocos de caldas,250.0,,,,,,1.0,,,,,,-21.804698899999998,-46.5035351,6.717694556272086
600000.0,Casa,3.0,2.0,3.0,Padrão,jardim ipe,209.0,,,,,,1.0,,,,,,-21.7997613,-46.547920487739646,2.27077756302452
280000.0,Apartamento,2.0,1.0,2.0,Padrão,sao geraldo,,70.0,120.0,1.0,,,,2.0,3.0,,,,-21.8100858,-46.4768495,9.53354576066934
140000.0,Terreno,,,,Padrão,jardim centenario,250.0,,,,,,,,,,,,-21.805588500000002,-46.565064,1.9169854523102048
520000.0,Comercial,,2.0,,Sala Comercial,sao domingos,,,330.0,1.0,,1.0,,12.0,2.0,1.0,,,-21.8468962,-46.5737222,6.553111235064264
980000.0,Casa,2.0,1.0,,Padrão,centro,491.2,,,,,,,,,,,,-21.7883799,-46.5661817,0.0
390000.0,Casa,2.0,1.0,1.0,Padrão,jardim sao paulo,414.0,,,,,,,,,,,,-21.795188699999997,-46.5497736,1.8555968108262968
550000.0,Apartamento,2.0,2.0,1.0,Padrão,centro,,,590.0,,,1.0,1.0,2.0,7.0,1.0,,160.0,-21.7883799,-46.5661817,0.0
330000.0,Casa,2.0,1.0,1.0,Padrão,jardim philadelphia,,,,,,,,,,,,40.0,,,
1500000.0,Casa,5.0,5.0,4.0,Padrão,jardim planalto,437.52,,,,,,3.0,,,,,,,,
900000.0,Casa,3.0,1.0,2.0,Padrão,jardim dos estados,570.0,,,,,,1.0,,,,,,-21.782685,-46.5596938,0.9218244817296424
180000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim sao jorge,,48.0,138.0,5.0,,,,4.0,4.0,,,,-21.804092,-46.5629957,1.7778021809445022
170000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim do contorno,,49.0,10.0,1.0,,,,4.0,3.0,,,,-21.8237457,-46.5578055,4.026452988914688
1800000.0,Comercial,,2.0,10.0,Galpão,joias do vale do sol,,1350.0,,,,,,,,,,,,,
550000.0,Casa,3.0,2.0,3.0,Padrão,residencial sao bernardo,298.76,,,,,,1.0,,,,,,-21.7943972,-46.5939162,2.940693278027665
359000.0,Apartamento,3.0,2.0,2.0,Padrão,jardim quisisana,,95.39,250.0,,,1.0,1.0,,,,,,-21.7976825,-46.5658718,1.0348966711130358
140000.0,Apartamento,2.0,1.0,1.0,Padrão,jardim kennedy,,56.0,1.0,,,,,,,,,,,,
230000.0,Terreno,,,,Padrão,residencial morumbi,250.0,,,,,,,,,,,,-21.807490100000003,-46.5797031,2.5424956557920604
420000.0,Casa,2.0,1.0,2.0,Padrão,jardim santa rita,410.0,,,,,,,,,,,,,,
1200000.0,Apartamento,3.0,1.0,2.0,Padrão,centro,,280.0,1000.0,1.0,24.0,1.0,1.0,1.0,11.0,1.0,0.0,,-21.7883799,-46.5661817,0.0
850000.0,Casa,2.0,1.0,,Padrão,chacaras pocos de caldas,1675.0,,,,,,1.0,,,,,,,,
650000.0,Apartamento,3.0,2.0,2.0,Padrão,jardim quisisana,,110.0,450.0,1.0,12.0,1.0,1.0,4.0,4.0,,0.0,,-21.7976825,-46.5658718,1.0348966711130358
670000.0,Casa,3.0,1.0,2.0,Padrão,residencial morumbi,300.0,,,,,,1.0,,,,,,-21.807490100000003,-46.5797031,2.5424956557920604
